similitud,codigo_1,codigo_2,establecimiento_1,establecimiento_2,jornada_1,jornada_2,modalidad_1,modalidad_2,plan_1,plan_2,director_1,director_2,status_1,status_2
96.9,00-25-0008-46,00-25-0010-46,"LICEO PREUNIVERSITARIO ""DR. NELSON MANDELA""","LICEO PREUNIVERSITARIO ""DR. NELSON MANDELA""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,ELSIA ENELDINA MORALES ALARCÓN,ELSIA ENELDINA MORALES ALARCÓN,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
96.7,00-06-0012-46,00-06-0021-46,COLEGIO PANAMERICANO NO. 7,COLEGIO PANAMERICANO NO. 7,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,MILDRED YADIRA HERNÁNDEZ LAZARO,MILDRED YADIRA HERNÁNDEZ LAZARO,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
96.6,01-15-0345-46,01-15-0520-46,LICEO VALLE DEL SOL,LICEO VALLES DEL SOL,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,FRANCISCO ARNOLDO LUCERO SILIEZAR,FRANCISCO ARNOLDO LUCERO SILIEZAR,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
96.5,00-01-0600-46,00-01-7221-46,LICEO TÉCNICO COMERCIAL,LICEO TECNICO COMERCIAL,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,VICTOR HUGO OROZCO RUIZ,VICTOR HUGO OROZCO RUIZ,ABIERTA,ABIERTA
96.4,00-18-0142-46,00-18-0256-46,"LICEO MIXTO EVANGÉLICO ""FUENTE DE ENSEÑANZA""","LICEO MIXTO EVANGÉLICO ""FUENTE DE ENSEÑANZA""",MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MARIA LUISA CHACON ALDANA,MARIA LUISA CHACON ALDANA,ABIERTA,ABIERTA
96.4,18-04-0174-46,18-04-0228-46,LICEO ALVAREZ OVALLE,"LICEO ""ALVAREZ OVALLE""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,CLAUDIA LORENA QUINTEROS ARREAGA,CLAUDIA LORENA QUINTEROS ARREAGA,ABIERTA,ABIERTA
96.4,00-05-0040-46,00-05-0457-46,ESCUELA PROFESIONAL SAN VICENTE DE PAUL,ESCUELA PROFESIONAL SAN VICENTE DE PAUL,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),KAREN AZUCENA PALMA MAZARIEGOS,KAREN AZUCENA PALMA MAZARIEGOS,ABIERTA,ABIERTA
96.3,01-08-8516-46,01-08-8667-46,COLEGIO DE INFORMATICA IMB-PC,COLEGIO DE INFORMATICA IMB-PC,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,JESSICA LORENA PAZ ARDÓN,JESSICA LORENA PAZ ARDÓN,ABIERTA,ABIERTA
96.3,20-01-0185-46,20-01-0223-46,"COLEGIO CIENTIFICO EN INFORMATICA, ELECTRONICA Y TELECOMUNICACIONES ADY","COLEGIO CIENTÍFICO EN INFORMÁTICA, ELECTRÓNICA Y TELECOMUNICACIONES ADY",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,GLADYS HAYDEE SOLARES,GLADYS HAYDEE SOLARES,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
96.2,04-01-3066-46,04-01-3245-46,TECNOLÓGICO PREUNIVERSITARIO,TECNOLOGICO PREUNIVERSITARIO,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,GERSON ARELY PUZ SAL,GERSON ARELY PUZ SAL,ABIERTA,ABIERTA
96.2,01-16-0108-46,01-16-8866-46,LICEO CENTROAMERICANO BOCA DEL MONTE,LICEO CENTROAMERICANO BOCA DEL MONTE,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),OLGA FCA ELEONORA VALLADARES FARFÁN,OLGA FCA ELEONORA VALLADARES FARFÁN,ABIERTA,ABIERTA
96.1,05-01-0272-46,05-01-0330-46,INSTITUTO TECNICO CIENCIAS INDUSTRIALES,INSTITUTO TÉCNICO CIENCIAS INDUSTRIALES,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,MAYRON USIEL LOAIZA GARCIA,MAYRON USIEL LOAIZA GARCIA,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
96.0,10-13-0045-46,10-13-2613-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,OSCAR RENÉ DE LEÓN CRUZ,OSCAR RENÉ DE LEÓN CRUZ,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
95.9,00-01-8645-46,00-01-8974-46,COLEGIO MIXTO BILINGUE EN COMPUTACION BEHULA,COLEGIO MIXTO BILINGUE EN COMPUTACION BEHULA,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,JACOB JOSUÉ JUÁREZ OROZCO,JACOB JOSUÉ JUÁREZ OROZCO,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
95.9,00-01-8176-46,00-01-8685-46,COLEGIO DE COMPUTACION Y SISTEMAS ELECTRONICOS,COLEGIO DE COMPUTACION Y SISTEMAS ELECTRONICOS,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,DESCONOCIDO,DESCONOCIDO,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
95.9,00-12-0058-46,00-12-7537-46,COLEGIO PANAMERICANO NO. 3,COLEGIO PANAMERICANO NO.3,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),LUISA FERNANDA FAJARDO MARMOL,LUISA FERNANDA FAJARDO MARMOL,ABIERTA,ABIERTA
95.8,01-11-0064-46,01-11-0065-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),DESCONOCIDO,DESCONOCIDO,TEMPORAL NOMBRAMIENTO,TEMPORAL NOMBRAMIENTO
95.8,16-01-0926-46,16-01-0927-46,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,NOCTURNA,NOCTURNA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),SELVIN EDDER HERNÁNDEZ MOLINA,SELVIN EDDER HERNÁNDEZ MOLINA,ABIERTA,ABIERTA
95.8,00-07-0029-46,00-07-8595-46,CENTRO EDUCATIVO LOS SAUCES,CENTRO EDUCATIVO LOS SAUCES,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,AGUSTÍN SENCIÓN ALVARADO,AGUSTÍN SENCIÓN ALVARADO,ABIERTA,ABIERTA
95.7,01-13-0100-46,01-13-0104-46,COLEGIO INTEGRAL MIXTO EN COMPUTACIÓN ESTUDIANTIL FRAIJANES,COLEGIO INTEGRAL MIXTO EN COMPUTACIÓN ESTUDIANTIL FRAIJANES,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),EDIE GUILLERMO HERNÁNDEZ LANUZA,EDIE GUILLERMO HERNÁNDEZ LANUZA,ABIERTA,ABIERTA
95.7,00-01-4439-46,00-18-6955-46,COLEGIO EVANGELICO 'HOGAR DE FE',COLEGIO EVANGELICO 'HOGAR DE FE',NOCTURNA,NOCTURNA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),DESCONOCIDO,DESCONOCIDO,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
95.6,08-01-0247-46,08-01-2498-46,COLEGIO CIENTIFICO Y TECNOLÓGICO EL PEDREGAL,COLEGIO CIENTIFICO Y TECNOLOGICO EL PEDREGAL,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,ANDRÉS RAMÓN GARCÍA VÁSQUEZ,ANDRÉS RAMÓN GARCÍA VÁSQUEZ,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
95.5,10-14-0060-46,10-14-0062-46,"COLEGIO PRIVADO MIXTO ""JESUS DE NAZARETH""","COLEGIO PRIVADO MIXTO ""JESUS DE NAZARETH""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,CLAUDIA GABRIELA RUIZ CRISPIN,CLAUDIA GABRIELA RUIZ CRISPIN,ABIERTA,ABIERTA
95.5,01-10-0153-46,01-10-0200-46,COLEGIO INTEGRAL TECNOLÓGICO CIENTÍFICO CITEC,COLEGIO INTEGRAL TECNOLÓGICO CIENTÍFICO,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,OSCAR RODOLFO GARZA GARCIA,OSCAR RODOLFO GARZA GARCIA,ABIERTA,ABIERTA
95.4,00-18-0020-46,00-18-0142-46,"LICEO MIXTO EVANGELICO ""FUENTE DE ENSEÑANZA""","LICEO MIXTO EVANGÉLICO ""FUENTE DE ENSEÑANZA""",MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),MARIA LUISA CHACON ALDANA,MARIA LUISA CHACON ALDANA,ABIERTA,ABIERTA
95.3,05-01-0307-46,05-01-0721-46,INSTITUTO COMERCIAL DE CÓMPUTOS AVANZADOS,INSTITUTO COMERCIAL DE CÓMPUTOS AVANZADOS,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),NILDA JANETHE IBARRA BARRERA,NILDA JANETHE IBARRA BARRERA,ABIERTA,ABIERTA
95.3,05-06-0054-46,05-06-0130-46,INSTITUTO TECNOLOGÍA Y CIENCIA,INSTITUTO TECNOLOGÍA Y CIENCIA,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,WELLINGTÓN RONALDO LÚCAS ASPURÉZ,WELLINGTÓN RONALDO LÚCAS ASPURÉZ,ABIERTA,ABIERTA
95.3,01-08-0597-46,01-08-0605-46,CENTRO EDUCATIVO SANTANDER DE MIXCO,CENTRO EDUCATIVO SANTANDER DE MIXCO,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,JOSÉ DAVID GARCÍA GARMA,JOSÉ DAVID GARCÍA GARMA,ABIERTA,ABIERTA
95.3,22-07-0023-46,22-07-0026-46,"COLEGIO PRIVADO ""SAN FRANCISCO DE ASÍS""","COLEGIO PRIVADO ""SAN FRANCISCO DE ASIS""",DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,FIN DE SEMANA,FIN DE SEMANA,ANA RUTH VALLE SALAZAR,ANA RUTH VALLE SALAZAR,ABIERTA,ABIERTA
95.3,00-02-0094-46,00-02-0122-46,"COLEGIO EVANGÉLICO MIXTO ""LA PATRIA""","COLEGIO EVANGÉLICO MIXTO ""LA PATRIA""",VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),LUIS FERNANDO AGUILAR,LUIS FERNANDO AGUILAR,ABIERTA,ABIERTA
95.2,05-10-0019-46,05-10-0032-46,CENTRO EDUCATIVO JOSE MARTI,CENTRO EDUCATIVO JOSÉ MARTÍ,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),RAUL VLADIMIR RODAS CASTILLO,RAUL VLADIMIR RODAS CASTILLO,ABIERTA,ABIERTA
95.2,05-10-0020-46,05-10-0033-46,CENTRO EDUCATIVO JOSE MARTI,CENTRO EDUCATIVO JOSÉ MARTÍ,VESPERTINA,VESPERTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),RAUL VLADIMIR RODAS CASTILLO,RAUL VLADIMIR RODAS CASTILLO,ABIERTA,ABIERTA
95.1,00-02-0060-46,00-02-0068-46,INSTITUTO TÉCNICO PRIVADO AMERICANO,INSTITUTO PRIVADO TÉCNICO AMERICANO,MATUTINA,MATUTINA,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),THELMA ONDINA VASQUEZ,THELMA ONDINA VASQUEZ,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE
95.1,05-01-0274-46,05-01-0303-46,LICEO EDUCATIVO TECNICO EVANGELICO,LICEO EDUCATIVO TÉCNICO EVANGÉLICO,DOBLE,DOBLE,MONOLINGUE,MONOLINGUE,DIARIO(REGULAR),DIARIO(REGULAR),SILVIA HONESTINA HURTARTE RECINOS,SILVIA HONESTINA HURTARTE RECINOS,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE
